Autor;Erscheinungsjahr;Titel;ISBN;Aktueller Preis
Mary Baker Eddy;1959;"""Science and Health with key to the Scriptures""";Unbekannt;Unbekannt
Theresa Wobbe;31.07.2015;"""Zwischen Vorderb�hne und Hinterb�hne""";9783839401187;22,99
Ernst Cassirer;1971;"""Das Erkenntnisproblem in der Philosophie und Wissenschaft der neueren Zeit""";3487040611;Unbekannt
Bolko Freiherr von Richthofen;1938;"""Bolschewistische Wissenschaft und ""Kulturpolitik""""";Unbekannt;Unbekannt
Stefanie Dufhues, Wilhelm F��l;72.021;"""Fotografie im Dienst der Wissenschaft""";3894455861;Unbekannt
Friedrich Jodl;1997;"""Geschichte der Ethik als philosophischer Wissenschaft: Bis zum Schlusse des Zeitalters der Aufkl�rung""";Unbekannt;Unbekannt
Dawson Church;01.10.2018;"""Geist �ber Materie""";9783956280290;16,99
Spektrum der Wissenschaft;11.08.2023;"""Spektrum Psychologie - Entdeckungsreise ins Ich""";9783958927636;5,49
K�nigliche Sammlungen f�r Kunst und Wissenschaft (Dresden).;Unbekannt;"""Bericht �ber die Verwaltung der K�niglichen Sammlungen f�r Kunst und Wissenschaft zu Dresden""";Unbekannt;Unbekannt
Unbekannt;Unbekannt;"""Landwirtschaft-angewandte Wissenschaft""";Unbekannt;Unbekannt
Karl Werder;1841;"""Logik""";Unbekannt;Unbekannt
Zentrum f�r Historische Forschung Berlin der Polnischen Akademie der Wissenschaft;09.05.2016;"""Aufbr�che""";9783863882662;24,99
Internationale vereinigung f�r vergleichende rechts wissenschaft und volkswirtslehre zu Berlin;1900;"""Jahrbuch der Internationalen vereinigung f�r Vergleichende rechtswissenschaft und volkswirtschaftslehre zu Berlin""";Unbekannt;Unbekannt
Leo Strauss;1996;"""Hobbes' politische Wissenschaft und zugeh�rige Schriften ; Briefe""";Unbekannt;Unbekannt
Spektrum der Wissenschaft;24.06.2022;"""Spektrum Geschichte - Mythos Rom""";9783958926530;4,99
Alexandra Sindler;01.01.2006;"""Qualit�tssicherung im E-Learning""";3830916329;Unbekannt
Unbekannt;Unbekannt;"""Archiv und Wissenschaft""";Unbekannt;Unbekannt
Johan Sundberg;42.015;"""Die Wissenschaft von der Singstimme""";3896399594;Unbekannt
Andreas Wenninger;22.01.2019;"""Digitale Grenzk�mpfe der Wissenschaft""";9783658252984;34,99
Unbekannt;1913;"""Zeitschrift f�r die neutestamentliche Wissenschaft und die Kunde des Urchristentums""";Unbekannt;Unbekannt
Ignaz von D�llinger;1864;"""K�nig Maximilian II und die Wissenschaft""";Unbekannt;Unbekannt
Reiner Braun, Ulf Imiela, Elmar Altvater, Klaus-J�rgen Scherer;1997;"""Br�ckenschlag ins 21. Jahrhundert""";Unbekannt;Unbekannt
Arthur Konrad Ernsting;1748;"""Fere universalis Methodus plantarum a fructu""";Unbekannt;Unbekannt
Sibylle Peters;15.03.2014;"""Das Forschen aller""";9783839421727;26,99
Spektrum der Wissenschaft;29.12.2021;"""Spektrum Kompakt - Erf�lltes Leben""";9783958926882;4,99
Spektrum der Wissenschaft;07.07.2021;"""Spektrum Gesundheit- Fitter Darm, fitte Sportler""";9783958925410;4,99
Carl Sagan;1997;"""Der Drache in meiner Garage oder die Kunst der Wissenschaft, Unsinn zu entlarven""";3426269120;Unbekannt
Franz Hampl;1975;"""Geschichte als kritische Wissenschaft""";Unbekannt;Unbekannt
Spektrum der Wissenschaft;29.12.2021;"""Spektrum Kompakt - Erf�lltes Leben""";9783958926882;4,99
Spektrum der Wissenschaft;07.07.2021;"""Spektrum Gesundheit- Fitter Darm, fitte Sportler""";9783958925410;4,99
Carl Sagan;1997;"""Der Drache in meiner Garage oder die Kunst der Wissenschaft, Unsinn zu entlarven""";3426269120;Unbekannt
Franz Hampl;1975;"""Geschichte als kritische Wissenschaft""";Unbekannt;Unbekannt
K�nigliche Akademie gemeinn�tziger Wissenschaft - Erfurt;17.12.2021;"""Jahrb�cher der K�niglichen Akademie gemeinn�tziger Wissenschaften zu Erfurt""";9783752551624;Unbekannt
Spektrum der Wissenschaft;14.04.2021;"""Spektrum Kompakt - Gendermedizin""";9783958925847;4,99
Helmut Brede, Wolf Gottschalk, Norbert Liekmeier;01.01.1997;"""Staat und Privat""";3631325428;Unbekannt
Georg M�ller-Christ, Denis Pijetlovic;09.04.2018;"""Komplexe Systeme lesen""";3662567954;Unbekannt
Doris Ingrisch;15.03.2014;"""Wissenschaft, Kunst und Gender""";9783839421970;21,99
Unbekannt;1889;"""Zeitschrift f�r kirchliche Wissenschaft und kirchliches Leben""";Unbekannt;Unbekannt
Spektrum der Wissenschaft;01.07.2021;"""Spektrum Kompakt - Neolithikum""";9783958925915;4,99
Sarah J. Maas;20.11.2015;"""Celaenas Geschichte 5 � Throne of Glass""";9783423428880;0,99
Peter Zumthor, Mari Lending;52.018;"""Die Geschichte in den Dingen""";3858815586;Unbekannt
Manfred Gebhard;18.12.1999;"""Geschichte der Zeugen Jehovas""";9783898112178;Unbekannt
Mischa Meier;17.12.2021;"""Geschichte der V�lkerwanderung""";9783406778131;49,99
Sarah Maas;23.08.2013;"""Celaenas Geschichte 1 - Throne of Glass""";9783423421850;0
Ewald Frie;19.09.2017;"""Die Geschichte der Welt""";9783406711701;14,99
Mathijs Deen;12.04.2019;"""�ber alte Wege""";9783832184537;9,99
Werner B�tzing;17.02.2020;"""Das Landleben""";9783406748264;19,99
Yanis Varoufakis;20.09.2017;"""Die ganze Geschichte""";9783956142185;Unbekannt
Sarah J. Maas;01.01.2014;"""Celaenas Geschichte 3 - Throne of Glass""";9783423421706;0,99
Sarah J. Maas;01.10.2013;"""Celaenas Geschichte 2 - Throne of Glass""";9783423421690;0,99
Eduard Bulwer Lytton;1862;"""Eine seltsame Geschichte""";Unbekannt;Unbekannt
Unbekannt;13.03.2013;"""Die Geschichte einer Jugend""";9783322935052;36,99
Stefan Behringer;03.02.2020;"""Eine kurze Geschichte der Unternehmensbewertung""";9783658287030;29,99
Michael Ende;17.09.2014;"""Die unendliche Geschichte""";3522202031;Unbekannt
Jost Weyer;24.04.2018;"""Geschichte der Chemie Band 2 � 19. und 20. Jahrhundert""";9783662558027;89,99
J.M. Coetzee, Arabella Kurtz;27.10.2016;"""Eine gute Geschichte""";9783104038605;9,99
Helmut Fend;17.10.2007;"""Geschichte des Bildungswesens""";9783531900476;22,47
Josef Olbrich;09.03.2013;"""Geschichte der Erwachsenenbildung in Deutschland""";9783322950321;33,26
G�nter Dux;15.05.2017;"""Die Zeit in der Geschichte""";9783658174408;49,99
Helmut Walser Smith;04.10.2021;"""Deutschland""";9783406774171;26,99
David Graeber, David Wengrow;29.01.2022;"""Anf�nge""";9783608118414;12,99
Evke Rulffes;26.10.2021;"""Die Erfindung der Hausfrau � Geschichte einer Entwertung""";9783749951178;9,99
Giuseppe Bonazzi;11.07.2014;"""Geschichte des organisatorischen Denkens""";9783658025069;69,99
Hartmut Leppin;20.01.2015;"""Einf�hrung in die Alte Geschichte""";9783406650406;14,99
Reinhart Meyer-Kalkus;24.02.2020;"""Geschichte der literarischen Vortragskunst""";9783476048028;119,99
Jill Lepore;17.03.2022;"""Die geheime Geschichte von Wonder Woman""";9783406784569;22,99
Wolfgang Schwentker;15.09.2022;"""Geschichte Japans""";9783406751608;39,99
G�nther Jikeli, Kim Robin Stoller, Joelle Allouche-Benayoun;16.05.2013;"""Umstrittene Geschichte""";9783593420059;30,99
Ralf Koerrenz, Karsten Kenklies, Hanna Kauhaus, Matthias Schwarzkopf;12.06.2017;"""Geschichte der P�dagogik""";9783825245245;Unbekannt
Christian Bunnenberg, Nils Steffen;21.10.2019;"""Geschichte auf YouTube""";9783110599497;74,95
Verein f�r L�beckische Geschichte und Altertumskunde;1855;"""Zeitschrift des Vereins f�r L�beckische Geschichte und Altertumskunde""";Unbekannt;Unbekannt
Hans-Joachim Gehrke, Helmuth Schneider;2000;"""Geschichte der Antike""";Unbekannt;Unbekannt
Laia Farran Graves;2024;"""Little Book of Prada""";3965844482;Unbekannt
Christina Strunck;2013;"""Geschichte der Buchkunst""";3865688020;Unbekannt
Axel Havemann, Baber Johansen;1988;"""Gegenwart als Geschichte""";9004088660;Unbekannt
Friedrich Wilhelm Graf;14.02.2012;"""Geschichte durch Geschichte �berwinden""";9783110970173;109,95
Gert Selle;1994;"""Geschichte des Design in Deutschland""";Unbekannt;Unbekannt
Axel Havemann, Baber Johansen;1988;"""Gegenwart als Geschichte""";9004088660;Unbekannt
Unbekannt;1788;"""Meine Geschichte""";Unbekannt;Unbekannt
Ulinka Rublack;25.04.2013;"""Die Neue Geschichte""";9783104025599;14,99
Viviana Mazza;01.05.2014;"""Die Geschichte von Malala""";9783423423625;6,99
Antje Kuhle, Martin Lindner;26.10.2020;"""Alte Geschichte""";9783825254261;Unbekannt
Laia Farran Graves;2024;"""Little Book of Prada""";3965844482;Unbekannt
Peter Sch�fer;27.08.2020;"""Kurze Geschichte des Antisemitismus""";9783406755804;9,99
Christina Strunck;2013;"""Geschichte der Buchkunst""";3865688020;Unbekannt
Jost Weyer;19.02.2018;"""Geschichte der Chemie Band 1 � Altertum, Mittelalter, 16. bis 18. Jahrhundert""";9783662557983;89,99
Knut Hickethier;18.03.2016;"""Geschichte des deutschen Fernsehens""";9783476055781;59,99
Hermann Korte;17.04.2013;"""Einf�hrung in die Geschichte der Soziologie""";9783322893932;33,26
Kurtz;1847;"""Lehrbuch der Heiligen Geschichte""";Unbekannt;Unbekannt
Karl-Eugen Kurrer;14.01.2016;"""Geschichte der Baustatik""";9783433606421;106,99
Reiner Klingholz;13.02.2014;"""Sklaven des Wachstums - die Geschichte einer Befreiung""";9783593421483;20,99
Wolfgang Jacobson, Kees Welten, Hans Helmut Prinzler;13.12.2016;"""Geschichte des deutschen Films""";9783476029188;22,99
Friedrich Wilhelm Graf;14.02.2012;"""Geschichte durch Geschichte �berwinden""";9783110970173;109,95
Jens Ivo Engels;25.09.2014;"""Die Geschichte der Korruption""";9783104031323;14,99
David Schulz;20.04.2020;"""Die Natur der Geschichte""";9783110646405;74,95
Franz Schupp;01.01.2007;"""Geschichte der Philosophie im �berblick. Band 3. Neuzeit""";9783787324682;21,99
Michael D�blin;14.03.2022;"""Die Geschichte nach der Geschichte""";9783729623743;17
Pieter M. Judson;23.03.2017;"""Habsburg""";9783406706547;14,99
Friedrich Beissner;19.02.2018;"""Geschichte der deutschen Elegie""";9783110868302;109,95
Katja Gorbahn;16.11.2011;"""Die Geschichte des antiken Griechenland als Identifikationsangebot""";9783862346417;60
Friedrich B�lau, Karl Heinrich Ludwig P�litz;1844;"""Jahrb�cher der Geschichte und Staatskunst""";Unbekannt;Unbekannt
Unbekannt;1900;"""Forschungen zur Geschichte Bayerns""";Unbekannt;Unbekannt
G. Schumann, Wilh. Heinze;18.01.2023;"""Lehrbuch der deutschen Geschichte""";9783368611057;Unbekannt
Daniel Fulda, Stephan Jaeger;19.08.2019;"""Romanhaftes Erz�hlen von Geschichte""";9783110541304;129,95
Johannes Scherr;1869;"""Allgemeine geschichte der literatur""";Unbekannt;Unbekannt
Hammer-Purgstall;1833;"""Geschichte des osmanischen Reiches""";Unbekannt;Unbekannt
Johann Heyne;1860;"""Dokumentirte Geschichte des Bisthums und Hochstiftes Breslau""";Unbekannt;Unbekannt
Neil Shubin;24.02.2021;"""Die Geschichte des Lebens""";9783104902425;19,99
Johann Heinrich Wilhelm Zeyss;1855;"""Versuch einer Geschichte der Pflanzenwanderung""";Unbekannt;Unbekannt
Rainer Rother;13.12.2016;"""Die Gegenwart der Geschichte""";9783476033116;16,99
Beat N�f;08.08.2016;"""Geschichte der Antike""";9783476001030;22,99
Wilhelm Buchner;1863;"""Lehrbuch der Geschichte der deutschen Nationalliteratur""";Unbekannt;Unbekannt
Friedrich Christoph Dahlmann, Georg Waitz, Friedrich-Christoph Dahlmann;1869;"""Quellenkunde der deutschen Geschichte. 3. Aufl. Quellen und Bearbeitungen der deutschen Geschichte, neu zsgest. von G. Waitz""";Unbekannt;Unbekannt
Ephraim Willst�tter;1836;"""Allgemeine Geschichte des israelitischen Volkes""";Unbekannt;Unbekannt
Reinhard Wittmann;17.12.2016;"""Ein Verlag und seine Geschichte""";9783476031570;62,99
Unbekannt;1830;"""Geschichte der italienischen Staaten von Dr. Heinrich Leo, Professor der Geschichte ... Erster [-funfter] theil""";Unbekannt;Unbekannt
Franz Bock;1859;"""Geschichte der liturgischen Gew�nder des Mittelalters oder Entstehung und Entwicklung der kirchlichen Ornate und Paramente""";Unbekannt;Unbekannt
Peter Bohley;2014;"""Erlebte DDR-Geschichte""";9783861537892;Unbekannt
Wette;1814;"""Lehrbuch der hebr�ischj�dischen Arch�ologie nebst einem Grundriss der hebr�ischj�dischen Geschichte""";Unbekannt;Unbekannt
Walter Schmidt;31.12.1980;"""Nation und deutsche Geschichte in der b�rgerlichen Ideologie der BRD""";9783112781791;Unbekannt
Kuno Fischer;20.01.2014;"""Einleitung in die Geschichte der neuern Philosophie""";9783846010815;Unbekannt
Fachverband Homosexualit�t und Geschichte e.V.;11.06.2019;"""Invertito. Jahrbuch f�r die Geschichte der Homosexualit�ten / Invertito""";9783863002817;12,99
Julius Paucker;1848;"""Die Literatur der Geschichte Liv-, Ehst- und Curlands""";Unbekannt;Unbekannt
Jakob Baroggio;1861;"""Die Geschichte Mannheims von dessen Entstehung bis 1861""";Unbekannt;Unbekannt
Mario Arndt;14.07.2023;"""Die gr��ten Mythen der Geschichte entlarvt""";9783757829452;Unbekannt
Heinrich Ewald;1857;"""Geschichte des Volkes Isra�l bis Christus""";Unbekannt;Unbekannt
Heinrich Friedrich Theodor KOHLRAUSCH;1851;"""Die Deutsche Geschichte. F�r Sch�len bearbeitet. ... F�nfte verbesserte Auflage""";Unbekannt;Unbekannt
Unbekannt;1874;"""Anzeiger f�r schweizerische Geschichte""";Unbekannt;Unbekannt
O. Nashchubskiy;13.04.2024;"""Russland ist der Blutfeind der Ukraine. Die wahre Geschichte der Ukraine und Russlands ab dem 2. Jahrhundert v. Chr. nicht durch russische Propaganda verf�lscht.""";Unbekannt;24,61
Johann Friedrich Palm;1855;"""Geschichte der lateinischen Schule und des Gymnasiums zu Plauen""";Unbekannt;Unbekannt
Selchow;1778;"""Geschichte der in Teutschland geltenden fremden und einheimischen Rechte""";Unbekannt;Unbekannt
Christian d'. Elvert;1852;"""Geschichte des Theaters in M�hren und Oesterreichisch Schlesien. [Followed by] J. Chytil, Die Landes-Ordnungen des Markgrafthumes M�hren von der �ltesten Zeit bis zum Jahre 1849""";Unbekannt;Unbekannt
Augustin Scherer;1876;"""Geographie und Geschichte von Tirol und Vorarlberg""";Unbekannt;Unbekannt
Friedrich Christoph Schlosser;1890;"""Fr. Chr. Schlosser's Weltgeschichte f�r das deutsche Volk: Geschichte der neueren Zeit""";Unbekannt;Unbekannt
Philipp HENOP;1858;"""Leitfaden zur Literatur. Geschichte s�mmtlicher neueren europ�ischen V�lker mit Auschluss der deutschen, etc""";Unbekannt;Unbekannt
Friedrich Wilhelm August Murhard;1799;"""Geschichte der Physik seit dem Wiederaufleben der Wissenschaften bis an das Ende des achtzehnten Jahrhunderts""";Unbekannt;Unbekannt
Carl Kehr;1889;"""Geschichte der Methodik des deutschen Volksschulunterrichts""";Unbekannt;Unbekannt
Karl L�with;17.12.2016;"""Der Mensch inmitten der Geschichte""";9783476033246;66,99
Heinrich Kurz;1861;"""Geschichte der deutschen Literatur bis auf die Gegenwart""";Unbekannt;Unbekannt
Heribert Illig;1996;"""Das erfundene Mittelalter""";Unbekannt;Unbekannt
Contzen;1877;"""Geschichte der socialen Frage von den �ltesten Zeiten bis zur Gegenwart""";Unbekannt;Unbekannt
Zinkeisen;1854;"""Geschichte des osmanischen Reiches in Europa""";Unbekannt;Unbekannt
Mary Beard;26.10.2017;"""Pompeji""";9783104904702;14,99
Maximilian Beilhack;1876;"""Handbuch der Geschichte mit Ber�cksichtigung der Geographie f�r Mittelschulen und zum Selbst-Unterricht""";Unbekannt;Unbekannt
Michael Brenner;04.03.2019;"""Kleine j�dische Geschichte""";9783406738159;12,99
Michael Jan de Goeje;1878;"""Ueber die Geschichte der Abb�siden von al-Jak�b�""";Unbekannt;Unbekannt
Peter Wilhelm HUESSEN;1870;"""Geschichte der ehemaligen reichsunmittelbaren Herrschaft Homburg an der Mark ... von den �ltesten Zeiten bis zu ihrer Vereingung mit Preussen""";Unbekannt;Unbekannt
Unbekannt;1893;"""Zeitschrift des Vereins f�r Geschichte und Alterthum Schlesiens""";Unbekannt;Unbekannt
Johannes Janssen;1886;"""Geschichte des deutschen Volkes seit dem Ausgang des Mittelalters""";Unbekannt;Unbekannt
Theodor Keim;1873;"""Geschichte Jesu, nach den Ergebnissen heutiger Wissenschaft �bersichtl. erz�hlt. 3. Bearb""";Unbekannt;Unbekannt
Unbekannt;1882;"""Beitr�ge zur vaterl�ndischen Geschichte""";Unbekannt;Unbekannt
Heinrich �von� Zeissberg;1877;"""Erz�hlungen aus der Geschichte""";Unbekannt;Unbekannt
Otto Ule;1876;"""Die Erde und die Erscheinungen ihrer Oberfl�che in ihrer Beziehung zur Geschichte derselben und zum Leben ihrer Bewohner""";Unbekannt;Unbekannt
Albert Emil Brachvogel;1878;"""Geschichte des K�niglichen Theaters zu Berlin""";Unbekannt;Unbekannt
Anton Alois;1870;"""Bilder aus der Geschichte der Inquisition""";Unbekannt;Unbekannt
Unbekannt;1874;"""Beitr�ge zur Geschichte des deutschen Buchhandels""";Unbekannt;Unbekannt
Armand Streit;1873;"""Geschichte des bernischen B�hnenwesens vom 15. Jahrhundert bis auf unsere Zeit. Ein Beitrag zur schweizerischen Kultur-und allgemeinen B�hnengeschichte""";Unbekannt;Unbekannt
Wilhelm Marr;1874;"""Eine Geschichte aus Kentucky. Lustspiel in 2 Akten""";Unbekannt;Unbekannt
Unbekannt;1895;"""Beitr�ge zur Geschichte der deutschen Sprache und Literatur""";Unbekannt;Unbekannt
Unbekannt;1898;"""Beitr�ge zur Geschichte der Philosophie und Theologie des Mittelalters""";Unbekannt;Unbekannt
Conradin �von� Mohr;1874;"""Geschichte von Curr�tien und der Republik ""gemeiner drei B�nde"" (Graub�nden)""";Unbekannt;Unbekannt
Unbekannt;1893;"""Jahrbuch der Gesellschaft f�r die Geschichte des Protestantismus in �sterreich""";Unbekannt;Unbekannt
Andras Vargyas;1879;"""Geschichte des ungarischen Freiheits-Kampfes in den Jahren 1848-1849""";Unbekannt;Unbekannt
Theodor Schliephake;1875;"""Geschichte von Nassau von den �ltesten Zeiten bis auf die Gegenwart""";Unbekannt;Unbekannt
Jakob Tanner;28.09.2015;"""Geschichte der Schweiz im 20. Jahrhundert""";9783406683664;30,99
Carl Ludwig von Bar;1871;"""Geschichte und Reform der deutschen Civiljustiz""";Unbekannt;Unbekannt
A. Wilhelm Dieckhoff;1878;"""Die kirchliche Trauung ihre Geschichte im Zusammenhange mit der Entwicklung des Eheschlie�ungsrechts und ihr Verh�ltni� zur Civilehe""";Unbekannt;Unbekannt
Emil von Loeffler;1883;"""Geschichte der Festung Ulm""";Unbekannt;Unbekannt
Kuno Fischer;1869;"""Geschichte der neuern Philosophie""";Unbekannt;Unbekannt
Karl M�gdefrau;1992;"""Geschichte der Botanik""";Unbekannt;Unbekannt
Reinhart Meyer-Kalkus;25.02.2020;"""Geschichte der literarischen Vortragskunst""";3476048012;Unbekannt
Verein f�r Hessische Geschichte und Landeskunde Kassel 1834;1872;"""Zeitschrift des Vereins f�r Hessische Geschichte und Landeskunde""";Unbekannt;Unbekannt
Oskar Gutsche;1896;"""Deutsche geschichte von der arzeit bis zu den Karolingern""";Unbekannt;Unbekannt
John Emerich Edward Dalberg Acton Baron Acton;1871;"""Zur Geschichte des Vaticanischen Conciles""";Unbekannt;Unbekannt
Guillaume Stanyhurst;1881;"""Geschichte des Leidens und Sterbens Jesu unsers g�ttlichen Erl�sers in Betrachtungen und Belehrungen""";Unbekannt;Unbekannt
Unbekannt;1874;"""Urkundenbuch zur Geschichte der jetzt die preussischen Regierungsbezirke Coblenz und Trier bildenden mittelrheinischen Territorien""";Unbekannt;Unbekannt
Reinhard Kekule von Stradonitz;1870;"""Die Gruppe des Menelaos in Villa Ludovisi ein Beitrag zur Geschichte der Griechischen Kunst von Reinhard Kekule""";Unbekannt;Unbekannt
Gustav Schaefer;1879;"""Geschichte des s�chsischen Postwesens vom Ursprunge bis zum Uebergang in die Verwaltung des norddeutschen Bundes. Nach archivalischen Quellen bearb. (Mit Bildern.)""";Unbekannt;Unbekannt
Gustav I Freytag;1872;"""Carl Mathy. Geschichte seines Lebens. 2. Aufl""";Unbekannt;Unbekannt
... Hoffmann;1888;"""Geschichte des Westf�lischen Pionier-Bataillons Nr. 7""";Unbekannt;Unbekannt
Unbekannt;1895;"""Sitzungsberichte der K�nigl.-B�hmischen Gesellschaft der Wissenschaften, Klasse f�r Philosophie, Geschichte u. Philologie""";Unbekannt;Unbekannt
Wilhelm Brehmer;1890;"""L�beckische h�usernamen nebst beitr�gen zur geschichte einzelner h�user""";Unbekannt;Unbekannt
Hans Kufahl, Josef Schmied-Kowarzik;1896;"""Duellbuch : Geschichte des Zweikampfes nebst einem Anhang enthaltend Duellregeln und Paukcomment""";Unbekannt;Unbekannt
Carl Dieterici;1875;"""Zur Geschichte der Steuer-Reform in Preussen von 1810 bis 1820 : Archiv-Studien""";Unbekannt;Unbekannt
[Anonymus AC09997913];1875;"""Der Judenstein oder Geschichte des Martertodes des unschuldigen Kindes des Andreas von Rinn""";Unbekannt;Unbekannt
